KO,rab.all,rab.win.0,rab.win.1,diff.btw,diff.win,effect,overlap,name,method
KO_14,2.8133733074907687,2.943903517555839,1.2032582073075284,-1.4038570995331017,3.0936303784908104,-0.43098367328970655,0.318333334090336,studyPMTCT_CQI,ALDEx2
KO_15,-0.6869457225627933,-5.153461784609227,1.386122723773541,4.366654161516134,7.572422222120369,0.6387551732533912,0.2243750014320844,studyPMTCT_CQI,ALDEx2
KO_16,6.2623751579486715,6.3614382166482555,5.469163682768837,-0.6618746301332696,1.840430178133352,-0.34973410131818555,0.35284315825796886,studyPMTCT_CQI,ALDEx2
KO_17,6.018126812804676,6.114038447779343,5.2453805795172155,-0.6693396574198354,1.843052850078701,-0.3468646830505206,0.3577083338933416,studyPMTCT_CQI,ALDEx2
KO_18,6.716744127186118,6.811639212068909,5.959080372823408,-0.664120107265612,1.830878683452735,-0.33128762714219806,0.35833333389045174,studyPMTCT_CQI,ALDEx2
KO_19,4.234019532792987,4.347214235356642,3.3487683750238695,-0.7980451958706278,1.9482800182239361,-0.3825822640234019,0.34076234181961057,studyPMTCT_CQI,ALDEx2
KO_20,-9.047980896288804,-9.113215739871954,-8.064567491074797,1.7684871088070695,7.716055999165803,0.2316487156069943,0.4118750003289577,studyPMTCT_CQI,ALDEx2
KO_21,5.243120041837887,5.3678604577893605,4.553833066818978,-0.697279153386996,1.602588499225973,-0.3594795570263243,0.32708333404371775,studyPMTCT_CQI,ALDEx2
KO_22,-8.693303382957943,-8.738333491118315,-7.763555770879062,1.7585077561353657,11.704812649331789,0.18134049247926162,0.41020833366892334,studyPMTCT_CQI,ALDEx2
KO_23,1.0472656502808375,1.1006407910037348,0.6767572200000469,-0.6727607858244644,3.977401991494669,-0.14697350110161583,0.40783170207375236,studyPMTCT_CQI,ALDEx2
KO_24,-8.732290950914674,-8.688439428193739,-9.108213537195962,-0.2573629736439358,5.2650402579661915,-0.044490771295753184,0.4808333334027594,studyPMTCT_CQI,ALDEx2
KO_25,7.444719667456934,7.523875666055642,6.786804835884683,-0.5659009793401149,1.7311283080600335,-0.2982270519714747,0.36979166717187884,studyPMTCT_CQI,ALDEx2
KO_26,5.793365411667292,5.9122636933664285,5.025728332336921,-0.6837558733190323,1.7151705678373759,-0.3584474329086148,0.34701103997704635,studyPMTCT_CQI,ALDEx2
KO_27,-8.95793878638679,-8.606328919287595,-11.32571763106236,-3.0374496334869825,6.168504265276898,-0.4627009866842769,0.2675000010729213,studyPMTCT_CQI,ALDEx2
KO_28,-7.396818817686672,-7.945478085914602,3.6900575876699606,11.184953098244272,8.710638632979201,1.0289166855942353,0.16750000215609986,studyPMTCT_CQI,ALDEx2
KO_29,5.330418698108583,5.444237359330726,4.36772419766942,-0.9014831580086957,2.2492302953589447,-0.3734113177565065,0.34013747200390815,studyPMTCT_CQI,ALDEx2
KO_30,3.3446874670219784,3.5133447938681215,2.623161398839838,-0.9751472320497787,1.802230812673698,-0.4178298786264613,0.2643750010955213,studyPMTCT_CQI,ALDEx2
KO_31,-8.82531835890055,-8.590881320762612,-10.632981262263684,-1.960615024070517,8.668668943758195,-0.21596394129597407,0.3650000005266758,studyPMTCT_CQI,ALDEx2
KO_32,5.901704802741499,5.9646212953709,5.483044463839688,-0.33310353228118306,1.6957649261775716,-0.18862176784751084,0.4213705480940261,studyPMTCT_CQI,ALDEx2
KO_33,-7.301142963071267,-7.271545178805529,-7.828148197241463,-0.42306758727033156,9.594110064478803,-0.04344212663950123,0.4762500000860955,studyPMTCT_CQI,ALDEx2
KO_34,5.895713073589475,5.997265508078929,5.076630671159263,-0.6826202486147639,1.8328858886164983,-0.3501556603418725,0.34659446009986106,studyPMTCT_CQI,ALDEx2
KO_35,5.486720644745445,5.589866609566857,4.642306382136494,-0.7469476374473345,1.8472433961896964,-0.3840901803110358,0.3333333340115018,studyPMTCT_CQI,ALDEx2
KO_36,5.434743050186301,5.537671443743515,4.644928493766891,-0.7654407525695981,1.7406697752212237,-0.41473157368368185,0.32187500073791137,studyPMTCT_CQI,ALDEx2
KO_37,2.3560874221946815,2.3893511454125056,2.2081133192019156,-0.005267817977917755,2.8390083453083643,-7.842756600620336e-4,0.4986461153975217,studyPMTCT_CQI,ALDEx2
KO_38,-8.153465079412646,-8.255821662840571,-6.734090670710519,1.6428818339294544,5.857817367207191,0.25742200386887304,0.38645833376633076,studyPMTCT_CQI,ALDEx2
KO_39,-9.069208336746946,-9.05598197232916,-9.153997838306093,-0.15850276288091258,5.044999495368392,-0.027394022229188002,0.4869818788223528,studyPMTCT_CQI,ALDEx2
KO_40,4.9454513723992655,4.878786901834204,5.553237674311259,0.44733641975893734,1.7520834229568485,0.23613550696354396,0.3920833337427283,studyPMTCT_CQI,ALDEx2
KO_41,5.289298543970205,5.380176203345913,4.18410185173189,-0.9097701009229753,2.494685097834586,-0.3512024150872519,0.3589583338875674,studyPMTCT_CQI,ALDEx2
KO_42,3.1830109052307325,3.2787124636126768,2.5244245075648832,-0.6282730553278046,1.6285606751500201,-0.37048403982086775,0.3476359097928302,studyPMTCT_CQI,ALDEx2
KO_43,2.5512932006197397,2.4736945417998983,3.295368572965714,0.7674205831923011,2.5120809682949394,0.2374991193520964,0.358258696662209,studyPMTCT_CQI,ALDEx2
KO_44,3.0972047530239455,3.215703401733756,2.399670396173854,-0.7842287449508842,1.7518803062067985,-0.3158498496719262,0.3201416379058302,studyPMTCT_CQI,ALDEx2
KO_45,3.544192434797272,3.582931604452358,3.3224620729417316,-0.1712593008990284,1.3478892126400126,-0.10961750645457638,0.4485416668547788,studyPMTCT_CQI,ALDEx2
KO_46,1.419722079088766,1.392817868718765,1.6234858798240364,0.46270342394402064,2.620201692949861,0.12337476463731695,0.397291667054518,studyPMTCT_CQI,ALDEx2
KO_47,4.399738503524445,4.493026092624591,3.698956858271389,-0.5671011972127924,1.7649744215390188,-0.2997837050360395,0.3681250005126397,studyPMTCT_CQI,ALDEx2
KO_48,-1.7125301496307372,-2.0712590924844365,3.6052469527128217,4.221740380343272,6.818677499568514,0.5405597473202892,0.2655696740711705,studyPMTCT_CQI,ALDEx2
KO_49,3.012601704222795,2.3265941008879403,4.818307258584421,1.6508302680796314,5.75354408009448,0.35778367081994245,0.2855655081359986,studyPMTCT_CQI,ALDEx2
KO_50,5.508736331400084,5.601313094928914,4.860298727750106,-0.5005941545056802,1.645805779890587,-0.2852121208689725,0.38416666710938435,studyPMTCT_CQI,ALDEx2
KO_51,4.917204595832752,5.342143207359516,1.0852326790826243,-3.7135331617223453,5.612661074831593,-0.568516098600375,0.24479166791493448,studyPMTCT_CQI,ALDEx2
KO_52,6.4355497815729485,6.5292598292267305,5.705891900752459,-0.6558387969781991,1.7351096368184393,-0.34979735178758464,0.34937500059917137,studyPMTCT_CQI,ALDEx2
KO_53,1.9797482459257143,1.879433911968042,2.431016283452652,0.35394380927992186,6.476813670064847,0.05305165397188549,0.4622916668038342,studyPMTCT_CQI,ALDEx2
KO_54,-6.387915474469808,-5.644266468550024,-10.437715337562988,-4.384433978382537,11.31179234555263,-0.4761584541798435,0.28181628924762875,studyPMTCT_CQI,ALDEx2
KO_55,-8.996223906153803,-8.718249025051865,-10.999339692842145,-2.392824373625106,6.981224813370966,-0.28936461926653434,0.3222916674023521,studyPMTCT_CQI,ALDEx2
KO_56,-5.557314605416186,-6.173649091633659,0.9677876502060148,5.4907675318892135,7.148717834540023,0.6805758260717294,0.23125000136696638,studyPMTCT_CQI,ALDEx2
KO_57,4.954391716607943,5.056407569768723,4.17427725812163,-0.6806831434201914,1.8101045564841884,-0.3517437405639128,0.34701103997704635,studyPMTCT_CQI,ALDEx2
KO_58,-9.751553098923335,-9.525906993432926,-11.28474409611772,-1.8214858614810536,4.798717594456473,-0.3382394250094345,0.33583333399885207,studyPMTCT_CQI,ALDEx2
KO_59,-9.178593427476764,-8.922685795414303,-11.112631581970803,-2.1724675100030844,6.214207755067472,-0.3139072164943859,0.33541666733428455,studyPMTCT_CQI,ALDEx2
KO_60,5.950246559061171,6.047940280429842,5.105807108919436,-0.708155497647172,1.9037069577644012,-0.3550823842521701,0.3447916672879003,studyPMTCT_CQI,ALDEx2
KO_61,4.773143067598327,4.87387920501579,3.932335478466681,-0.7485442898561971,1.9631006327176141,-0.34918203771365214,0.35055196893324897,studyPMTCT_CQI,ALDEx2
KO_62,5.603476089896237,5.693657390739649,4.872129363872586,-0.615023720257581,1.8185899760326363,-0.31294131588544344,0.36750000051543547,studyPMTCT_CQI,ALDEx2
KO_63,6.135541937057933,6.223494529758746,5.415833045406501,-0.612413453527259,1.6200217509207495,-0.3543925096226997,0.35367631801243493,studyPMTCT_CQI,ALDEx2
